curso_codigo;sie_codigo;especialidad_desc;sector_desc;familia_desc;area_desc;especialidad_desc_1;curso_desc;duracion_formacion;duracion_practicas;especialidad_de_certificado;modalidad;dirigido_a;censo;centro_desc;centro_direccion;centro_cp;centro_telefono;centro_email;centro_municipio
18/4612;FCP2018/4612;IFCT0110;Servicios;Informática  y comunicaciones;Sistemas y telemática;OPERACIÓN DE REDES DEPARTAMENTALES;OPERACIÓN DE REDES DEPARTAMENTALES;490;40;SÍ;Presencial;Desempleados;27528;FUNDACION COLEGIO ALBORADA;Calle Alejo Carpentier, 27  ;28806;918301912;jaruiz@tajamar.es;ALCALA DE HENARES
18/4613;FCP2018/4613;IFCT0510;Servicios;Informática  y comunicaciones;Sistemas y telemática;GESTIÓN DE SISTEMAS INFORMÁTICOS;GESTIÓN DE SISTEMAS INFORMÁTICOS;420;80;SÍ;Presencial;Desempleados;27528;FUNDACION COLEGIO ALBORADA;Calle Alejo Carpentier, 27  ;28806;918301912;jaruiz@tajamar.es;ALCALA DE HENARES
18/4614;FCP2018/4614;INAI0108;Industria;Industrias alimentarias;Cárnicas;CARNICERÍA Y ELABORACIÓN DE PRODUCTOS CÁRNICOS;CARNICERÍA Y ELABORACIÓN DE PRODUCTOS CÁRNICOS;430;80;SÍ;Presencial;Desempleados;28125;CENTRO DE FORMACION NACIONAL;Calle Miguel Arredondo, 4  ;28045;;;MADRID
18/4615;FCP2018/4615;INAI0108;Industria;Industrias alimentarias;Cárnicas;CARNICERÍA Y ELABORACIÓN DE PRODUCTOS CÁRNICOS;CARNICERÍA Y ELABORACIÓN DE PRODUCTOS CÁRNICOS;430;80;SÍ;Presencial;Desempleados;28125;CENTRO DE FORMACION NACIONAL;Calle Miguel Arredondo, 4  ;28045;;;MADRID
18/4616;FCP2018/4616;COMT0112;Servicios;Comercio y marketing;Compraventa;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;450;80;SÍ;Presencial;Desempleados;28063;MERCAMADRID FORMACION;Calle 40 LG MERCAMADRID, S/N  ;28053;;;MADRID
18/4617;FCP2018/4617;COMT0211;Servicios;Comercio y marketing;Compraventa;ACTIVIDADES AUXILIARES DE COMERCIO;ACTIVIDADES AUXILIARES DE COMERCIO;230;40;SÍ;Presencial;Desempleados;28063;MERCAMADRID FORMACION;Calle 40 LG MERCAMADRID, S/N  ;28053;;;MADRID
18/4618;FCP2018/4618;HOTA0108;Servicios;Hostelería y turismo;Alojamiento;OPERACIONES BÁSICAS DE PISOS EN ALOJAMIENTOS;OPERACIONES BÁSICAS DE PISOS EN ALOJAMIENTOS;300;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4619;FCP2018/4619;HOTA0108;Servicios;Hostelería y turismo;Alojamiento;OPERACIONES BÁSICAS DE PISOS EN ALOJAMIENTOS;OPERACIONES BÁSICAS DE PISOS EN ALOJAMIENTOS;300;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4620;FCP2018/4620;HOTA0208;Servicios;Hostelería y turismo;Alojamiento;GESTIÓN DE PISOS Y LIMPIEZA EN ALOJAMIENTOS;GESTIÓN DE PISOS Y LIMPIEZA EN ALOJAMIENTOS;400;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4621;FCP2018/4621;HOTR0108;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE COCINA;OPERACIONES BÁSICAS DE COCINA;270;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4622;FCP2018/4622;HOTR0108;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE COCINA;OPERACIONES BÁSICAS DE COCINA;270;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4623;FCP2018/4623;HOTR0208;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE RESTAURANTE Y BAR;OPERACIONES BÁSICAS DE RESTAURANTE Y BAR;210;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4624;FCP2018/4624;HOTR0208;Servicios;Hostelería y turismo;Restauración;OPERACIONES BÁSICAS DE RESTAURANTE Y BAR;OPERACIONES BÁSICAS DE RESTAURANTE Y BAR;210;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4625;FCP2018/4625;HOTR0408;Servicios;Hostelería y turismo;Restauración;COCINA;COCINA;730;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4626;FCP2018/4626;HOTR0408;Servicios;Hostelería y turismo;Restauración;COCINA;COCINA;730;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4627;FCP2018/4627;SSCS0108;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS EN EL DOMICILIO;ATENCIÓN SOCIOSANITARIA A PERSONAS EN EL DOMICILIO;480;120;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4628;FCP2018/4628;SSCS0208;Servicios;Servicios socioculturales y a la comunidad;Asistencia social;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES;370;80;SÍ;Presencial;Desempleados;27141;CENTRO EDUCATIVO FUENLLANA;Travesía Fuente Cisneros, 1  ;28922;916144729;gerencia@fuenllana.net;ALCORCON
18/4629;FCP2018/4629;ADGD0210;Servicios;Administración y gestión;Administración y auditoría;CREACIÓN Y GESTIÓN DE MICROEMPRESAS;CREACIÓN Y GESTIÓN DE MICROEMPRESAS;480;40;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4630;FCP2018/4630;ADGG0108;Servicios;Administración y gestión;Gestión de la información y la comunicación;ASISTENCIA A LA DIRECCIÓN;ASISTENCIA A LA DIRECCIÓN;530;80;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4631;FCP2018/4631;ARGN0110;Industria;Artes gráficas;Edición;DESARROLLO DE PRODUCTOS EDITORIALES MULTIMEDIA;DESARROLLO DE PRODUCTOS EDITORIALES MULTIMEDIA;490;80;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4632;FCP2018/4632;COMM0110;Servicios;Comercio y marketing;Marketing y relaciones públicas;MARKETING Y COMPRAVENTA INTERNACIONAL;MARKETING Y COMPRAVENTA INTERNACIONAL;710;40;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4633;FCP2018/4633;SSCB0209;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;150;160;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4634;FCP2018/4634;SSCB0211;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;DIRECCIÓN Y COORDINACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL;290;120;SÍ;Presencial;Desempleados;26824;BAI ESC.EMPRE.Y COMUNIC.;Calle Juan Hurtado de Mendoza, 4 1 ;28036;913456119;cpont@bai-sa.es;MADRID
18/4635;FCP2018/4635;ARGG0110;Industria;Artes gráficas;Diseño gráfico y multimedia;DISEÑO DE PRODUCTOS GRÁFICOS;DISEÑO DE PRODUCTOS GRÁFICOS;560;40;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4636;FCP2018/4636;ARGG0110;Industria;Artes gráficas;Diseño gráfico y multimedia;DISEÑO DE PRODUCTOS GRÁFICOS;DISEÑO DE PRODUCTOS GRÁFICOS;560;40;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4637;FCP2018/4637;EOCO0108;Construcción;Edificación y obra civil;Proyectos y Seguimiento de Obras;REPRESENTACIÓN DE PROYECTOS DE EDIFICACIÓN;REPRESENTACIÓN DE PROYECTOS DE EDIFICACIÓN;480;120;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4638;FCP2018/4638;EOCO0108;Construcción;Edificación y obra civil;Proyectos y Seguimiento de Obras;REPRESENTACIÓN DE PROYECTOS DE EDIFICACIÓN;REPRESENTACIÓN DE PROYECTOS DE EDIFICACIÓN;480;120;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4639;FCP2018/4639;EOCO0109;Construcción;Edificación y obra civil;Proyectos y Seguimiento de Obras;CONTROL DE PROYECTOS Y OBRAS DE CONSTRUCCIÓN;CONTROL DE PROYECTOS Y OBRAS DE CONSTRUCCIÓN;430;120;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4640;FCP2018/4640;EOCO0109;Construcción;Edificación y obra civil;Proyectos y Seguimiento de Obras;CONTROL DE PROYECTOS Y OBRAS DE CONSTRUCCIÓN;CONTROL DE PROYECTOS Y OBRAS DE CONSTRUCCIÓN;430;120;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4641;FCP2018/4641;IMSV0108;Servicios;Imagen y sonido;Producción audiovisual;ASISTENCIA A LA PRODUCCIÓN CINEMATOGRÁFICA Y DE OBRAS AUDIOVISUALES;ASISTENCIA A LA PRODUCCIÓN CINEMATOGRÁFICA Y DE OBRAS AUDIOVISUALES;410;80;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4642;FCP2018/4642;IMSV0108;Servicios;Imagen y sonido;Producción audiovisual;ASISTENCIA A LA PRODUCCIÓN CINEMATOGRÁFICA Y DE OBRAS AUDIOVISUALES;ASISTENCIA A LA PRODUCCIÓN CINEMATOGRÁFICA Y DE OBRAS AUDIOVISUALES;410;80;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4643;FCP2018/4643;SEAG0211;Servicios;Seguridad y medioambiente;Gestión ambiental;GESTIÓN AMBIENTAL;GESTIÓN AMBIENTAL;420;80;SÍ;Presencial;Desempleados;26850;CICE S.A.;Calle Maldonado, 48  ;28006;914010702;direccion-dc@ciceonline.com;MADRID
18/4644;FCP2018/4644;IFCT0310;Servicios;Informática  y comunicaciones;Sistemas y telemática;ADMINISTRACIÓN DE BASES DE DATOS;ADMINISTRACIÓN DE BASES DE DATOS;570;80;SÍ;Presencial;Desempleados;27004;CICE;Calle Povedilla, 4  ;28009;914355843;direccion-dc@ciceonline.com;MADRID
18/4645;FCP2018/4645;IFCT0510;Servicios;Informática  y comunicaciones;Sistemas y telemática;GESTIÓN DE SISTEMAS INFORMÁTICOS;GESTIÓN DE SISTEMAS INFORMÁTICOS;420;80;SÍ;Presencial;Desempleados;27004;CICE;Calle Povedilla, 4  ;28009;914355843;direccion-dc@ciceonline.com;MADRID
18/4646;FCP2018/4646;IFCT0609;Servicios;Informática  y comunicaciones;Sistemas y telemática;PROGRAMACIÓN DE SISTEMAS INFORMÁTICOS;PROGRAMACIÓN DE SISTEMAS INFORMÁTICOS;510;80;SÍ;Presencial;Desempleados;27004;CICE;Calle Povedilla, 4  ;28009;914355843;direccion-dc@ciceonline.com;MADRID
18/4647;FCP2018/4647;SEAG0211;Servicios;Seguridad y medioambiente;Gestión ambiental;GESTIÓN AMBIENTAL;GESTIÓN AMBIENTAL;420;80;SÍ;Presencial;Desempleados;27004;CICE;Calle Povedilla, 4  ;28009;914355843;direccion-dc@ciceonline.com;MADRID
18/4648;FCP2018/4648;ADGD0108;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;550;80;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4649;FCP2018/4649;ADGD0208;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN INTEGRADA DE RECURSOS HUMANOS;GESTIÓN INTEGRADA DE RECURSOS HUMANOS;670;120;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4650;FCP2018/4650;ADGD0308;Servicios;Administración y gestión;Administración y auditoría;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;800;80;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4651;FCP2018/4651;ADGN0110;Servicios;Administración y gestión;Finanzas y Seguros;GESTIÓN COMERCIAL Y TÉCNICA DE SEGUROS Y REASEGUROS PRIVADOS;GESTIÓN COMERCIAL Y TÉCNICA DE SEGUROS Y REASEGUROS PRIVADOS;690;40;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4652;FCP2018/4652;COMT0111;Servicios;Comercio y marketing;Compraventa;GESTIÓN COMERCIAL INMOBILIARIA;GESTIÓN COMERCIAL INMOBILIARIA;540;40;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4653;FCP2018/4653;HOTG0208;Servicios;Hostelería y turismo;Agencias de viaje;VENTA DE PRODUCTOS Y SERVICIOS TURÍSTICOS;VENTA DE PRODUCTOS Y SERVICIOS TURÍSTICOS;550;120;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4654;FCP2018/4654;IFCD0110;Servicios;Informática  y comunicaciones;Desarrollo;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;480;80;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4655;FCP2018/4655;SSCG0109;Servicios;Servicios socioculturales y a la comunidad;Atención social;INSERCIÓN LABORAL DE PERSONAS CON DISCAPACIDAD;INSERCIÓN LABORAL DE PERSONAS CON DISCAPACIDAD;350;120;SÍ;Presencial;Desempleados;19045;ESCUELA INTERNACIONAL DE EMPRESAS;Calle de Manipa, 48 BJ ;28027;912200101;academialagasca.sa@gmail.com;MADRID
18/4656;FCP2018/4656;IMSV0209;Servicios;Imagen y sonido;Producción audiovisual;DESARROLLO DE PRODUCTOS AUDIOVISUALES MULTIMEDIA INTERACTIVOS;DESARROLLO DE PRODUCTOS AUDIOVISUALES MULTIMEDIA INTERACTIVOS;460;80;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4657;FCP2018/4657;IMSV0209;Servicios;Imagen y sonido;Producción audiovisual;DESARROLLO DE PRODUCTOS AUDIOVISUALES MULTIMEDIA INTERACTIVOS;DESARROLLO DE PRODUCTOS AUDIOVISUALES MULTIMEDIA INTERACTIVOS;460;80;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4658;FCP2018/4658;SSCB0109;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN COMUNITARIA;DINAMIZACIÓN COMUNITARIA;490;120;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4659;FCP2018/4659;SSCB0109;Servicios;Servicios socioculturales y a la comunidad;Actividades culturales y recreativas;DINAMIZACIÓN COMUNITARIA;DINAMIZACIÓN COMUNITARIA;490;120;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4660;FCP2018/4660;TMVO0111;Industria;Transporte y mantenimiento de vehículos;Aeronáutica;TRIPULACIÓN DE CABINA DE PASAJEROS;TRIPULACIÓN DE CABINA DE PASAJEROS;510;40;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4661;FCP2018/4661;TMVO0111;Industria;Transporte y mantenimiento de vehículos;Aeronáutica;TRIPULACIÓN DE CABINA DE PASAJEROS;TRIPULACIÓN DE CABINA DE PASAJEROS;510;40;SÍ;Presencial;Desempleados;22999;ACADEMIA LAGASCA-SERRANO;Paseo de las Delicias, 22  ;28045;912200101;academialagasca.sa@gmail.com;MADRID
18/4662;FCP2018/4662;ADGD0108;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;550;80;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4663;FCP2018/4663;ADGD0208;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN INTEGRADA DE RECURSOS HUMANOS;GESTIÓN INTEGRADA DE RECURSOS HUMANOS;670;120;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4664;FCP2018/4664;ADGD0308;Servicios;Administración y gestión;Administración y auditoría;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;800;80;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4665;FCP2018/4665;ADGG0408;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES;390;40;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4666;FCP2018/4666;ADGN0110;Servicios;Administración y gestión;Finanzas y Seguros;GESTIÓN COMERCIAL Y TÉCNICA DE SEGUROS Y REASEGUROS PRIVADOS;GESTIÓN COMERCIAL Y TÉCNICA DE SEGUROS Y REASEGUROS PRIVADOS;690;40;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4667;FCP2018/4667;COMT0111;Servicios;Comercio y marketing;Compraventa;GESTIÓN COMERCIAL INMOBILIARIA;GESTIÓN COMERCIAL INMOBILIARIA;540;40;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4668;FCP2018/4668;HOTG0208;Servicios;Hostelería y turismo;Agencias de viaje;VENTA DE PRODUCTOS Y SERVICIOS TURÍSTICOS;VENTA DE PRODUCTOS Y SERVICIOS TURÍSTICOS;550;120;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4669;FCP2018/4669;IFCD0110;Servicios;Informática  y comunicaciones;Desarrollo;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;480;80;SÍ;Presencial;Desempleados;23944;ESCUELA INTERNACIONAL DE EMPRESAS;Calle Tutor, 11 BJ ;28008;915427948;academialagasca.sa@gmail.com;MADRID
18/4670;FCP2018/4670;ADGD0108;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;550;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4671;FCP2018/4671;ADGD0308;Servicios;Administración y gestión;Administración y auditoría;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;ACTIVIDADES DE GESTIÓN ADMINISTRATIVA;800;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4672;FCP2018/4672;ADGG0508;Servicios;Administración y gestión;Gestión de la información y la comunicación;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS;360;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4673;FCP2018/4673;ADGN0108;Servicios;Administración y gestión;Finanzas y Seguros;FINANCIACIÓN DE EMPRESAS;FINANCIACIÓN DE EMPRESAS;550;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4674;FCP2018/4674;COMM0112;Servicios;Comercio y marketing;Marketing y relaciones públicas;GESTIÓN DE MARKETING Y COMUNICACIÓN;GESTIÓN DE MARKETING Y COMUNICACIÓN;730;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4675;FCP2018/4675;IFCD0110;Servicios;Informática  y comunicaciones;Desarrollo;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;CONFECCIÓN Y PUBLICACIÓN DE PÁGINAS WEB;480;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4676;FCP2018/4676;IFCD0112;Servicios;Informática  y comunicaciones;Desarrollo;PROGRAMACIÓN CON LENGUAJES ORIENTADOS A OBJETOS Y BASES DE DATOS RELACIONALES;PROGRAMACIÓN CON LENGUAJES ORIENTADOS A OBJETOS Y BASES DE DATOS RELACIONALES;630;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4677;FCP2018/4677;IFCT0109;Servicios;Informática  y comunicaciones;Sistemas y telemática;SEGURIDAD INFORMÁTICA;SEGURIDAD INFORMÁTICA;420;80;SÍ;Presencial;Desempleados;725;ADAMS VELAZQUEZ;Calle Velazquez, 24  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4678;FCP2018/4678;ADGD0108;Servicios;Administración y gestión;Administración y auditoría;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;GESTIÓN CONTABLE Y GESTIÓN ADMINISTRATIVA PARA AUDITORÍA;550;80;SÍ;Presencial;Desempleados;19188;CENTRO DE ESTUDIOS ADAMS AYALA;Calle Ayala, 130  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4679;FCP2018/4679;ADGN0108;Servicios;Administración y gestión;Finanzas y Seguros;FINANCIACIÓN DE EMPRESAS;FINANCIACIÓN DE EMPRESAS;550;80;SÍ;Presencial;Desempleados;19188;CENTRO DE ESTUDIOS ADAMS AYALA;Calle Ayala, 130  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4680;FCP2018/4680;COMM0112;Servicios;Comercio y marketing;Marketing y relaciones públicas;GESTIÓN DE MARKETING Y COMUNICACIÓN;GESTIÓN DE MARKETING Y COMUNICACIÓN;730;80;SÍ;Presencial;Desempleados;19188;CENTRO DE ESTUDIOS ADAMS AYALA;Calle Ayala, 130  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4681;FCP2018/4681;COMT0112;Servicios;Comercio y marketing;Compraventa;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;450;80;SÍ;Presencial;Desempleados;19188;CENTRO DE ESTUDIOS ADAMS AYALA;Calle Ayala, 130  ;28006;915753401;javierlorenzo@adams.es;MADRID
18/4682;FCP2018/4682;COMT0112;Servicios;Comercio y marketing;Compraventa;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;ACTIVIDADES DE GESTIÓN DEL PEQUEÑO COMERCIO;450;80;SÍ;Presencial;Desempleados;19188;CENTRO DE ESTUDIOS ADAMS AYALA;Calle Ayala, 130  ;28006;915753401;javierlorenzo@adams.es;MADRID
